date,symbol,open,high,low,close,volume
2022-08-24,VNM,62.47,64.53,62.47,64.03,5443600
2022-08-25,VNM,64.2,64.53,63.46,64.2,2182100
2022-08-26,VNM,64.12,64.36,62.8,63.37,2463000
2022-08-29,VNM,62.72,62.88,62.14,62.22,3311500
2022-08-30,VNM,62.22,62.96,62.22,62.63,2234900
2022-08-31,VNM,62.55,62.96,62.22,62.22,1657100
2022-09-05,VNM,62.22,64.12,62.22,63.87,3169400
2022-09-06,VNM,63.87,65.11,63.7,64.12,2649000
2022-09-07,VNM,64.12,64.12,62.39,62.39,2916400
2022-09-08,VNM,62.63,63.05,61.97,62.39,1351100
2022-09-09,VNM,62.55,63.05,62.22,62.55,1188500
2022-09-12,VNM,62.63,62.8,62.06,62.06,1391890
2022-09-13,VNM,61.97,62.63,61.97,62.39,1561638
2022-09-14,VNM,61.73,61.81,60.82,60.98,2040943
2022-09-15,VNM,61.07,61.97,61.07,61.4,1210034
2022-09-16,VNM,61.56,62.63,61.31,62.63,2310120
2022-09-19,VNM,62.3,62.39,61.73,61.97,1419408
2022-09-20,VNM,62.06,62.8,62.06,62.47,1140495
2022-09-21,VNM,62.39,63.95,62.3,63.37,2480307
2022-09-22,VNM,63.13,63.54,62.63,63.37,1034545
2022-09-23,VNM,63.46,63.7,63.05,63.21,1399756
2022-09-26,VNM,62.47,62.8,60.74,60.98,3387326
2022-09-27,VNM,61.4,61.73,59.58,59.67,2416742
2022-09-28,VNM,59.34,60.16,58.43,59.17,2146817
2022-09-29,VNM,60.08,60.57,59.5,59.91,2034120
2022-09-30,VNM,59.25,60.41,59.25,59.58,2346199
2022-10-03,VNM,59.25,59.75,58.51,58.51,2040145
2022-10-04,VNM,59.17,59.17,57.69,58.43,1632502
2022-10-05,VNM,58.51,59.34,58.51,59.01,1494257
2022-10-06,VNM,58.76,58.84,57.69,57.69,1503513
2022-10-07,VNM,57.11,58.76,54.8,57.52,2686766
2022-10-10,VNM,56.45,58.92,55.55,58.1,1663239
2022-10-11,VNM,58.1,58.92,57.36,57.85,1719285
2022-10-12,VNM,58.1,59.09,57.77,59.01,1274959
2022-10-13,VNM,58.51,60.82,58.35,60.82,3172239
2022-10-14,VNM,60.98,61.4,60.74,60.98,1437871
2022-10-17,VNM,60.82,61.89,60.74,61.07,1681156
2022-10-18,VNM,61.81,63.46,61.56,63.05,3138948
2022-10-19,VNM,62.72,63.29,62.72,63.13,1038904
2022-10-20,VNM,63.13,63.87,62.47,63.87,2291524
2022-10-21,VNM,63.87,64.61,63.05,63.46,2098990
2022-10-24,VNM,63.62,63.62,60.98,60.98,1579414
2022-10-25,VNM,61.07,63.29,61.07,62.63,1658734
2022-10-26,VNM,62.63,62.96,62.3,62.63,825157
2022-10-27,VNM,62.63,64.69,62.63,64.69,2285350
2022-10-28,VNM,64.69,64.78,64.03,64.28,1440253
2022-10-31,VNM,64.03,64.69,63.7,64.69,1573511
2022-11-01,VNM,64.69,67.99,64.69,66.09,3182949
2022-11-02,VNM,66.09,66.18,64.53,64.53,1831325
2022-11-03,VNM,64.28,66.51,64.28,65.93,1279244
2022-11-04,VNM,65.85,66.75,64.28,65.93,2910873
2022-11-07,VNM,66.01,67.74,65.93,67.74,2640530
2022-11-08,VNM,67.74,67.91,65.6,67.91,2303484
2022-11-09,VNM,67.58,67.74,65.93,66.67,2702165
2022-11-10,VNM,66.67,66.75,63.46,64.61,2639743
2022-11-11,VNM,65.02,66.26,64.61,64.61,1565416
2022-11-14,VNM,64.28,67.58,62.72,65.11,2597912
2022-11-15,VNM,65.11,65.44,63.05,63.46,2090963
2022-11-16,VNM,62.22,64.94,60.82,61.4,3544510
2022-11-17,VNM,63.29,64.53,61.89,62.63,2600851
2022-11-18,VNM,63.46,64.12,62.39,63.46,2230809
2022-11-21,VNM,63.46,64.2,63.37,64.2,1788236
2022-11-22,VNM,63.87,66.09,63.79,65.52,2282682
2022-11-23,VNM,65.52,65.68,64.53,65.44,773770
2022-11-24,VNM,65.11,66.92,65.02,66.92,2883664
2022-11-25,VNM,67.0,68.15,66.75,67.74,2597228
2022-11-28,VNM,67.58,68.73,67.33,67.33,2300555
2022-11-29,VNM,67.0,68.65,66.34,68.4,2405600
2022-11-30,VNM,68.4,68.4,67.17,68.24,1996463
2022-12-01,VNM,67.25,68.32,67.25,67.91,2218159
2022-12-02,VNM,67.83,69.23,67.58,69.23,2523394
2022-12-05,VNM,69.31,70.54,69.31,70.05,2067794
2022-12-06,VNM,70.05,70.13,67.99,67.99,1396651
2022-12-07,VNM,68.4,69.47,67.41,67.99,1840655
2022-12-08,VNM,68.4,69.23,66.75,66.75,1597948
2022-12-09,VNM,66.75,67.41,65.93,65.93,2409728
2022-12-12,VNM,66.18,67.5,64.61,64.69,3144784
2022-12-13,VNM,64.78,65.44,63.62,64.28,3611310
2022-12-14,VNM,65.44,65.44,63.87,63.87,3523110
2022-12-15,VNM,63.87,65.27,63.7,63.95,2596282
2022-12-16,VNM,64.03,64.94,63.95,64.28,3003287
2022-12-19,VNM,64.69,64.69,63.46,63.46,2425078
2022-12-20,VNM,63.7,65.68,63.37,64.86,3031345
2022-12-21,VNM,65.68,66.42,65.52,65.68,2306984
2022-12-22,VNM,66.52,66.69,64.59,64.59,1588107
2022-12-23,VNM,64.68,65.6,63.92,63.92,1562595
2022-12-26,VNM,64.09,65.1,63.67,63.76,1658620
2022-12-27,VNM,64.43,65.43,63.76,64.26,1587728
2022-12-28,VNM,64.34,65.43,64.26,64.59,1189135
2022-12-29,VNM,64.93,65.6,64.59,64.59,1330412
2022-12-30,VNM,65.43,65.43,63.84,63.84,1199657
2023-01-03,VNM,64.17,65.85,63.92,65.85,1496887
2023-01-04,VNM,66.02,66.52,65.94,66.52,1090697
2023-01-05,VNM,66.52,68.29,66.27,68.12,2471156
2023-01-06,VNM,67.95,68.12,66.78,66.94,1270661
2023-01-09,VNM,67.03,67.7,66.78,67.7,949900
2023-01-10,VNM,67.87,68.37,67.61,67.95,1196828
2023-01-11,VNM,67.95,68.45,66.61,66.61,1535421
2023-01-12,VNM,67.03,67.28,66.52,67.11,685545
2023-01-13,VNM,67.28,68.03,67.19,67.61,1449667
2023-01-16,VNM,67.61,67.78,66.61,66.61,655271
2023-01-17,VNM,67.28,67.95,66.61,67.87,1672065
2023-01-18,VNM,67.87,68.37,67.7,68.2,1299292
2023-01-19,VNM,67.78,68.37,67.11,68.2,2628489
2023-01-27,VNM,68.29,68.7,66.78,67.11,2333482
2023-01-30,VNM,67.11,67.11,66.61,66.61,1614712
2023-01-31,VNM,66.44,66.69,64.51,64.68,4819134
2023-02-01,VNM,65.18,65.27,64.51,64.76,1811677
2023-02-02,VNM,64.93,65.01,64.34,64.34,1494960
2023-02-03,VNM,64.59,64.68,63.67,63.76,1857505
2023-02-06,VNM,63.67,65.01,63.67,64.93,1911471
2023-02-07,VNM,65.1,65.1,63.84,63.84,1275373
2023-02-08,VNM,63.92,64.26,63.5,63.59,1551091
2023-02-09,VNM,63.59,63.76,62.92,62.92,1594747
2023-02-10,VNM,62.92,63.67,62.92,63.67,1236884
2023-02-13,VNM,63.67,63.67,62.16,63.17,1570936
2023-02-14,VNM,63.17,63.5,62.41,62.66,1074782
2023-02-15,VNM,62.66,63.76,62.41,63.76,1444301
2023-02-16,VNM,63.76,64.17,63.42,64.17,692037
2023-02-17,VNM,63.84,64.09,63.17,63.76,777880
2023-02-20,VNM,63.76,65.01,63.34,65.01,1386188
2023-02-21,VNM,65.01,65.1,64.34,64.76,889193
2023-02-22,VNM,64.01,64.34,63.34,63.34,1296443
2023-02-23,VNM,63.34,64.51,62.41,63.5,2328809
2023-02-24,VNM,63.5,63.76,62.5,62.66,1681692
2023-02-27,VNM,62.66,63.67,62.08,63.08,1113616
2023-02-28,VNM,63.34,63.67,63.0,63.34,1035315
2023-03-01,VNM,63.0,64.59,62.92,64.51,1636044
2023-03-02,VNM,64.51,64.51,63.84,64.17,1089291
2023-03-03,VNM,62.92,64.43,62.92,63.76,704604
2023-03-06,VNM,63.76,64.26,62.92,62.92,892543
2023-03-07,VNM,63.67,63.92,63.34,63.59,1171596
2023-03-08,VNM,63.08,64.17,62.92,64.17,1245092
2023-03-09,VNM,63.92,64.68,63.92,64.17,1390428
2023-03-10,VNM,64.17,64.76,63.84,64.51,1428506
2023-03-13,VNM,64.43,64.68,64.26,64.51,1825388
2023-03-14,VNM,64.01,64.51,63.42,64.26,1735682
2023-03-15,VNM,64.26,64.85,64.17,64.68,1960620
2023-03-16,VNM,64.59,64.68,63.67,64.09,1530353
2023-03-17,VNM,64.09,64.09,62.5,62.5,2433870
2023-03-20,VNM,62.92,62.92,62.16,62.33,1610450
2023-03-21,VNM,62.41,63.0,62.25,62.41,1351452
2023-03-22,VNM,62.58,62.66,62.41,62.41,901008
2023-03-23,VNM,62.33,63.17,62.08,63.17,1285502
2023-03-24,VNM,62.92,63.34,62.75,62.92,932820
2023-03-27,VNM,62.92,62.92,62.33,62.58,1371841
2023-03-28,VNM,62.5,63.17,62.41,62.41,1650696
2023-03-29,VNM,62.66,62.83,62.41,62.83,907785
2023-03-30,VNM,62.66,63.25,62.58,62.92,839461
2023-03-31,VNM,62.92,63.25,62.41,62.41,1076689
2023-04-03,VNM,62.58,62.83,62.25,62.41,851274
2023-04-04,VNM,62.41,62.5,62.25,62.25,1819637
2023-04-05,VNM,62.25,62.75,62.16,62.5,964016
2023-04-06,VNM,62.41,62.58,62.33,62.33,906247
2023-04-07,VNM,62.41,62.66,62.33,62.66,795228
2023-04-10,VNM,62.66,62.66,62.41,62.41,833066
2023-04-11,VNM,62.33,62.5,62.16,62.41,783565
2023-04-12,VNM,62.41,62.41,62.08,62.33,979996
2023-04-13,VNM,62.33,62.41,61.66,61.66,891570
2023-04-14,VNM,61.74,61.83,61.07,61.07,1294816
2023-04-17,VNM,61.07,61.15,60.15,60.15,1366872
2023-04-18,VNM,60.23,61.24,60.23,61.24,932467
2023-04-19,VNM,61.32,61.32,60.4,60.4,817480
2023-04-20,VNM,60.48,60.9,60.23,60.32,822994
2023-04-21,VNM,60.4,60.4,59.39,59.48,1109508
2023-04-24,VNM,59.56,59.64,58.89,59.14,1135168
2023-04-25,VNM,59.14,59.9,58.55,58.64,1371733
2023-04-26,VNM,58.72,59.56,58.72,59.56,942125
2023-04-27,VNM,59.56,59.56,58.3,58.3,1370570
2023-04-28,VNM,58.55,58.89,58.47,58.72,1117094
2023-05-04,VNM,58.72,58.72,57.38,57.55,2659616
2023-05-05,VNM,57.55,58.05,57.55,57.72,712871
2023-05-08,VNM,57.88,59.06,57.88,59.06,1228760
2023-05-09,VNM,59.39,59.56,59.14,59.31,872498
2023-05-10,VNM,59.39,59.64,59.14,59.14,952494
2023-05-11,VNM,59.14,59.48,58.72,58.72,447884
2023-05-12,VNM,59.06,59.06,58.3,58.39,1214899
2023-05-15,VNM,58.64,58.64,57.88,57.88,1539719
2023-05-16,VNM,57.88,58.47,57.88,58.47,1381060
2023-05-17,VNM,58.47,58.47,57.72,57.88,1869705
2023-05-18,VNM,57.88,58.72,57.46,58.05,2498777
2023-05-19,VNM,58.22,58.3,57.55,57.55,1204484
2023-05-22,VNM,57.63,57.88,57.21,57.21,1699621
2023-05-23,VNM,57.04,57.38,56.21,56.21,2940962
2023-05-24,VNM,56.29,56.54,55.45,55.62,2354186
2023-05-25,VNM,55.53,56.62,55.37,56.29,1306722
2023-05-26,VNM,56.54,57.04,56.29,56.29,906227
2023-05-29,VNM,56.46,56.79,56.29,56.29,1044750
2023-05-30,VNM,56.29,56.54,55.79,55.79,1772267
2023-05-31,VNM,56.04,56.04,55.45,55.45,1468744
2023-06-01,VNM,55.45,55.79,55.37,55.45,1217050
2023-06-02,VNM,55.53,55.62,54.95,55.28,2972493
2023-06-05,VNM,55.79,56.37,55.53,55.79,3326155
2023-06-06,VNM,56.12,56.12,55.37,55.7,3425841
2023-06-07,VNM,55.79,55.95,55.37,55.53,3720457
2023-06-08,VNM,55.79,55.79,54.95,54.95,5040797
2023-06-09,VNM,55.03,55.79,54.95,55.2,2081714
2023-06-12,VNM,55.37,57.04,55.37,56.96,5452337
2023-06-13,VNM,57.13,57.3,56.62,56.71,4946444
2023-06-14,VNM,56.79,57.21,56.29,56.29,4911944
2023-06-15,VNM,56.46,56.54,55.53,55.62,4689964
2023-06-16,VNM,55.79,55.87,55.37,55.45,5994312
2023-06-19,VNM,55.62,55.87,55.03,55.2,3284579
2023-06-20,VNM,55.28,55.28,54.95,54.95,2964627
2023-06-21,VNM,55.03,55.62,54.95,55.62,3492784
2023-06-22,VNM,55.79,56.46,55.62,56.12,5613113
2023-06-23,VNM,56.21,58.3,56.21,57.97,11963164
2023-06-26,VNM,58.13,59.31,57.3,59.23,10742723
2023-06-27,VNM,59.39,59.39,58.39,59.14,5982210
2023-06-28,VNM,59.14,59.48,58.47,59.23,6157222
2023-06-29,VNM,59.23,60.74,58.81,60.32,7702292
2023-06-30,VNM,60.32,60.4,59.39,59.56,3646759
2023-07-03,VNM,59.64,59.9,58.97,59.31,3187816
2023-07-04,VNM,59.14,59.73,58.81,59.23,4783357
2023-07-05,VNM,59.39,59.39,58.39,58.55,6661035
2023-07-06,VNM,58.64,59.31,58.55,59.14,7632376
2023-07-07,VNM,59.31,59.73,59.06,59.48,5782449
2023-07-10,VNM,59.9,60.99,59.73,60.48,6174583
2023-07-11,VNM,60.48,61.57,60.15,61.07,5705271
2023-07-12,VNM,61.15,61.66,60.9,61.66,4197529
2023-07-13,VNM,61.57,61.91,61.15,61.32,3785836
2023-07-14,VNM,61.41,61.57,60.48,61.49,5211888
2023-07-17,VNM,61.24,61.74,60.57,60.65,3924388
2023-07-18,VNM,60.82,60.9,60.57,60.74,2931448
2023-07-19,VNM,60.82,61.24,60.74,60.9,2946641
2023-07-20,VNM,60.9,61.07,60.65,60.9,2601742
2023-07-21,VNM,60.9,61.66,60.82,61.66,3343300
2023-07-24,VNM,61.66,62.08,61.49,61.74,2537340
2023-07-25,VNM,61.74,62.66,61.32,62.5,4249028
2023-07-26,VNM,62.41,63.08,62.33,62.92,3191917
2023-07-27,VNM,62.92,63.59,62.75,63.5,4180261
2023-07-28,VNM,63.59,65.18,63.42,64.93,5476424
2023-07-31,VNM,64.85,65.77,64.76,65.43,3366889
2023-08-01,VNM,65.43,65.43,63.76,63.76,5735402
2023-08-02,VNM,63.76,64.17,63.17,63.84,2680830
2023-08-03,VNM,64.23,64.23,62.93,62.93,2921459
2023-08-04,VNM,62.84,63.28,62.41,63.28,3167057
2023-08-07,VNM,63.19,64.92,62.67,64.92,4320043
2023-08-08,VNM,64.75,64.92,64.06,64.58,3433019
2023-08-09,VNM,64.58,64.58,63.1,63.36,3707004
2023-08-10,VNM,63.36,64.14,63.19,63.36,2734314
2023-08-11,VNM,63.36,63.71,62.76,63.71,2182946
2023-08-14,VNM,63.62,63.71,62.84,63.62,3068103
2023-08-15,VNM,63.19,63.62,63.02,63.1,2221214
2023-08-16,VNM,63.1,63.71,62.84,63.36,2085184
2023-08-17,VNM,63.36,64.58,63.19,63.8,4583142
2023-08-18,VNM,63.71,64.84,62.5,63.54,7109124
2023-08-21,VNM,63.02,63.97,63.02,63.19,3057188
2023-08-22,VNM,63.45,63.45,61.63,63.02,3077286
2023-08-23,VNM,62.76,63.8,62.06,63.71,3074249
2023-08-24,VNM,63.71,64.92,63.28,64.75,4422381
2023-08-25,VNM,65.27,65.27,64.4,64.92,2753310
2023-08-28,VNM,65.01,67.7,65.01,67.52,5471972
2023-08-29,VNM,67.18,67.26,66.05,67.09,4202862
2023-08-30,VNM,66.74,68.04,66.31,67.44,2662115
2023-08-31,VNM,67.18,68.39,66.83,67.44,3838621
2023-09-05,VNM,68.04,69.78,67.7,69.43,6845824
2023-09-06,VNM,69.43,69.43,68.91,69.34,2283065
2023-09-07,VNM,69.26,69.34,68.13,68.91,3529590
2023-09-08,VNM,68.65,69.43,68.56,69.34,2776520
2023-09-11,VNM,69.34,70.3,67.26,68.91,4237647
2023-09-12,VNM,68.48,69.95,67.87,69.6,2670725
2023-09-13,VNM,69.0,69.6,68.22,68.56,2508754
2023-09-14,VNM,68.04,69.34,67.96,68.82,2484286
2023-09-15,VNM,68.82,70.38,68.48,68.91,5618032
2023-09-18,VNM,68.56,69.17,68.22,68.39,1323228
2023-09-19,VNM,68.04,68.39,67.09,68.39,2573801
2023-09-20,VNM,67.96,68.3,67.61,67.87,1843700
2023-09-21,VNM,67.7,67.87,67.0,67.61,2539608
2023-09-22,VNM,66.83,67.87,65.7,67.18,4246836
2023-09-25,VNM,66.92,68.04,66.48,67.26,2757237
2023-09-26,VNM,67.26,67.61,65.88,65.96,2535904
2023-09-27,VNM,66.14,66.4,64.84,66.4,2274868
2023-09-28,VNM,65.96,66.22,64.84,64.84,1890909
2023-09-29,VNM,65.01,66.22,64.32,64.32,1404507
2023-10-02,VNM,64.32,65.53,64.32,65.53,1160811
2023-10-03,VNM,64.66,65.1,64.06,64.14,1995033
2023-10-04,VNM,63.8,64.66,63.62,64.49,1078838
2023-10-05,VNM,64.23,64.49,63.02,63.02,2574586
2023-10-06,VNM,63.02,64.32,62.93,64.32,1228077
2023-10-09,VNM,64.14,64.23,63.8,63.88,832217
2023-10-10,VNM,64.4,65.01,64.14,64.49,1025137
2023-10-11,VNM,64.66,64.84,64.14,64.49,1135163
2023-10-12,VNM,64.58,65.79,64.58,65.44,2536450
2023-10-13,VNM,65.36,66.14,65.01,65.7,1488140
2023-10-16,VNM,65.1,65.7,64.75,65.18,1345442
2023-10-17,VNM,65.27,65.96,64.84,64.84,1423057
2023-10-18,VNM,64.84,64.84,62.76,64.06,2574510
2023-10-19,VNM,63.62,63.62,61.46,61.89,3908340
2023-10-20,VNM,61.8,62.84,60.85,62.67,2373599
2023-10-23,VNM,62.15,62.41,60.76,60.85,2727972
2023-10-24,VNM,60.85,61.37,60.76,60.94,1100884
2023-10-25,VNM,60.94,61.37,59.81,59.81,2427114
2023-10-26,VNM,59.38,59.46,57.12,58.08,5207092
2023-10-27,VNM,58.34,58.94,57.73,58.94,1812684
2023-10-30,VNM,58.86,58.94,58.16,58.6,1048393
2023-10-31,VNM,58.86,60.24,58.6,58.94,2185475
2023-11-01,VNM,59.81,61.11,58.86,61.02,2338586
2023-11-02,VNM,61.11,61.46,60.5,61.46,2391399
2023-11-03,VNM,61.46,61.46,60.5,60.68,1694064
2023-11-06,VNM,60.85,61.98,60.76,61.54,1138171
2023-11-07,VNM,61.11,61.37,60.5,61.37,1475825
2023-11-08,VNM,61.37,61.98,60.5,61.89,2340935
2023-11-09,VNM,62.06,62.5,61.28,61.28,3421983
2023-11-10,VNM,61.37,61.37,60.33,60.33,2835087
2023-11-13,VNM,60.42,60.68,59.46,59.55,1733685
2023-11-14,VNM,59.81,60.16,59.12,59.72,3000746
2023-11-15,VNM,60.68,62.24,60.68,61.28,3952659
2023-11-16,VNM,61.2,61.8,60.59,60.94,2339920
2023-11-17,VNM,61.54,61.63,59.98,60.68,2337926
2023-11-20,VNM,59.98,60.59,59.81,60.07,1771341
2023-11-21,VNM,60.16,60.5,59.72,60.24,2961268
2023-11-22,VNM,60.24,60.85,59.81,60.16,1303748
2023-11-23,VNM,60.5,60.59,59.55,59.55,1624542
2023-11-24,VNM,59.46,59.72,58.6,59.2,3131505
2023-11-27,VNM,59.2,59.29,58.86,59.03,1335046
2023-11-28,VNM,59.03,59.38,58.51,59.38,1777650
2023-11-29,VNM,59.38,59.64,59.12,59.29,1263921
2023-11-30,VNM,59.29,59.55,58.42,58.42,2583323
2023-12-01,VNM,58.94,59.38,58.68,59.29,1393194
2023-12-04,VNM,59.38,60.24,59.29,59.64,3008642
2023-12-05,VNM,59.64,59.81,58.94,59.03,2304277
2023-12-06,VNM,59.03,59.46,59.03,59.38,1607662
2023-12-07,VNM,59.64,59.64,58.51,59.29,3877491
2023-12-08,VNM,59.29,60.07,58.94,59.81,3730770
2023-12-11,VNM,61.11,61.11,60.59,60.68,4737231
2023-12-12,VNM,60.68,60.76,59.81,60.16,2791599
2023-12-13,VNM,60.33,60.42,59.03,59.12,4516351
2023-12-14,VNM,59.29,59.72,59.12,59.29,1463160
2023-12-15,VNM,59.38,59.46,59.03,59.03,3741675
2023-12-18,VNM,59.03,59.12,58.08,58.08,3518371
2023-12-19,VNM,58.16,58.42,57.47,58.08,3066185
2023-12-20,VNM,58.08,59.12,58.08,59.03,2605917
2023-12-21,VNM,58.86,59.2,58.77,58.77,2587654
2023-12-22,VNM,58.77,59.03,58.51,58.6,2147607
2023-12-25,VNM,58.6,59.55,58.6,58.86,2675110
2023-12-26,VNM,59.2,59.38,58.94,58.94,1977559
2023-12-27,VNM,59.38,59.56,58.94,58.94,1628408
2023-12-28,VNM,58.94,59.82,58.94,59.82,2410778
2023-12-29,VNM,59.99,59.99,59.03,59.03,1956751
2024-01-02,VNM,59.56,59.82,59.29,59.64,2144983
2024-01-03,VNM,59.73,60.25,59.38,60.25,1891530
2024-01-04,VNM,60.34,60.69,60.25,60.25,3403997
2024-01-05,VNM,60.52,60.52,59.82,60.08,1477880
2024-01-08,VNM,60.25,60.34,59.56,59.56,2399171
2024-01-09,VNM,59.56,59.82,59.38,59.47,2461700
2024-01-10,VNM,59.47,59.47,58.86,58.94,3010809
2024-01-11,VNM,58.94,59.82,58.94,59.29,2085776
2024-01-12,VNM,59.03,59.29,58.51,58.68,3286730
2024-01-15,VNM,58.68,58.94,58.51,58.51,2228627
2024-01-16,VNM,58.51,58.86,58.25,58.86,2074925
2024-01-17,VNM,58.94,59.29,58.51,58.6,1829118
2024-01-18,VNM,58.77,59.21,58.77,58.86,1230002
2024-01-19,VNM,58.86,59.91,58.86,59.38,2621840
2024-01-22,VNM,59.38,59.99,59.38,59.64,1961559
2024-01-23,VNM,59.64,59.64,59.03,59.12,2113751
2024-01-24,VNM,59.21,59.38,58.68,58.77,2085392
2024-01-25,VNM,58.86,58.94,58.42,58.42,2662473
2024-01-26,VNM,58.51,58.94,58.51,58.51,1677432
2024-01-29,VNM,58.6,58.77,58.42,58.51,1734356
2024-01-30,VNM,58.77,58.77,58.42,58.42,1791324
2024-01-31,VNM,58.68,59.56,58.42,58.51,4021787
2024-02-01,VNM,58.68,59.21,58.68,58.94,2500699
2024-02-02,VNM,58.94,59.12,58.51,58.86,2613144
2024-02-05,VNM,58.86,59.56,58.68,59.38,3568444
2024-02-06,VNM,59.47,59.56,59.03,59.03,2394933
2024-02-07,VNM,59.03,59.29,58.68,59.03,2737292
2024-02-15,VNM,59.03,59.38,58.68,59.03,3880447
2024-02-16,VNM,59.21,61.39,58.94,61.13,11120422
2024-02-19,VNM,61.91,63.4,61.74,62.79,6660129
2024-02-20,VNM,62.61,63.22,62.26,62.44,4390643
2024-02-21,VNM,62.44,62.79,62.0,62.26,3593123
2024-02-22,VNM,62.26,63.49,62.09,62.53,4652126
2024-02-23,VNM,62.7,63.49,62.0,62.0,6146121
2024-02-26,VNM,62.0,62.61,61.74,62.0,3050150
2024-02-27,VNM,62.18,63.22,62.09,62.87,5285311
2024-02-28,VNM,63.22,63.4,62.44,63.05,3422219
2024-02-29,VNM,63.4,64.01,62.53,62.87,6543917
2024-03-01,VNM,62.96,62.96,62.18,62.44,4399953
2024-03-04,VNM,62.7,63.49,62.53,62.87,5018814
2024-03-05,VNM,62.87,63.75,62.61,63.75,5443242
2024-03-06,VNM,64.01,64.18,62.7,62.7,4837251
2024-03-07,VNM,62.61,62.96,62.26,62.87,5070038
2024-03-08,VNM,62.96,63.66,61.13,61.13,7364624
2024-03-11,VNM,61.56,62.26,61.13,61.39,4214115
2024-03-12,VNM,61.48,61.65,61.13,61.13,3847561
2024-03-13,VNM,61.22,61.91,61.13,61.83,5648587
2024-03-14,VNM,62.0,62.26,61.39,61.56,5449322
2024-03-15,VNM,62.01,62.01,60.77,60.86,4857330
2024-03-18,VNM,60.86,61.12,59.8,60.06,6803665
2024-03-19,VNM,60.59,60.59,59.97,59.97,3166304
2024-03-20,VNM,59.97,60.68,59.71,60.15,3551272
2024-03-21,VNM,60.33,60.59,60.06,60.51,4910550
2024-03-22,VNM,60.68,60.77,59.97,59.97,6070254
2024-03-25,VNM,60.06,60.33,59.36,59.53,5459681
2024-03-26,VNM,59.62,60.06,59.53,59.89,2507194
2024-03-27,VNM,60.15,60.15,59.71,59.89,2639932
2024-03-28,VNM,59.89,60.51,59.8,59.89,4474441
2024-03-29,VNM,60.51,60.51,59.71,59.8,3487674
2024-04-01,VNM,59.8,59.89,59.27,59.27,4996398
2024-04-02,VNM,59.27,59.62,59.0,59.53,4325527
2024-04-03,VNM,59.53,59.53,59.0,59.0,5054063
2024-04-04,VNM,59.0,60.51,59.0,60.33,7477825
2024-04-05,VNM,60.33,60.33,59.89,60.06,4237214
2024-04-08,VNM,60.15,60.15,59.18,59.27,3671802
2024-04-09,VNM,59.36,59.53,59.09,59.27,2518780
2024-04-10,VNM,59.36,59.53,59.09,59.09,2767420
2024-04-11,VNM,59.0,59.18,58.82,58.91,2950689
2024-04-12,VNM,59.09,59.36,58.91,59.0,2511089
2024-04-15,VNM,59.0,59.0,57.41,57.41,5766677
2024-04-16,VNM,57.41,57.5,55.73,56.61,7137771
2024-04-17,VNM,56.97,57.41,56.79,56.79,4593232
2024-04-19,VNM,56.79,56.97,55.99,56.79,4521513
2024-04-22,VNM,57.23,57.76,56.61,56.61,2038048
2024-04-23,VNM,56.79,56.88,55.91,56.17,2020719
2024-04-24,VNM,56.61,56.88,56.17,56.61,2403394
2024-04-25,VNM,56.61,57.32,56.52,57.23,1918445
2024-04-26,VNM,57.23,58.21,57.06,57.5,2944790
2024-05-02,VNM,57.85,57.94,57.41,57.85,2566088
2024-05-03,VNM,58.03,58.38,57.94,58.03,1969178
2024-05-06,VNM,58.21,58.74,57.94,58.21,2264163
2024-05-07,VNM,58.38,60.59,58.29,60.15,8490375
2024-05-08,VNM,60.15,60.15,59.36,60.06,2967447
2024-05-09,VNM,60.06,60.06,58.91,58.91,3001858
2024-05-10,VNM,59.0,59.71,58.47,58.82,2422429
2024-05-13,VNM,58.91,59.09,57.85,58.21,2737626
2024-05-14,VNM,58.29,59.27,58.29,58.82,2435304
2024-05-15,VNM,59.18,59.53,59.0,59.27,3237247
2024-05-16,VNM,59.36,59.89,59.27,59.44,2914420
2024-05-17,VNM,59.53,59.97,59.09,59.27,4173675
2024-05-20,VNM,59.36,59.8,58.74,58.74,4925028
2024-05-21,VNM,58.74,58.91,58.21,58.56,3803505
2024-05-22,VNM,58.74,59.0,58.21,58.21,3621204
2024-05-23,VNM,58.38,59.27,58.21,59.27,2993637
2024-05-24,VNM,59.0,59.18,58.12,58.38,4109865
2024-05-27,VNM,58.47,58.91,58.21,58.47,2339390
2024-05-28,VNM,58.65,59.53,58.47,59.09,5350287
2024-05-29,VNM,59.27,59.53,58.38,58.65,3362126
2024-05-30,VNM,58.47,58.56,57.94,58.12,4416677
2024-05-31,VNM,58.29,58.29,57.76,57.85,4149784
2024-06-03,VNM,58.21,58.91,58.12,58.47,3193327
2024-06-04,VNM,58.47,58.91,58.38,58.38,2447656
2024-06-05,VNM,58.56,61.21,58.56,60.59,11876432
2024-06-06,VNM,61.04,61.04,59.44,59.44,4893549
2024-06-07,VNM,59.8,60.68,59.71,59.97,4131178
2024-06-10,VNM,60.51,60.59,59.44,59.44,4569222
2024-06-11,VNM,59.62,59.71,58.74,58.82,6181560
2024-06-12,VNM,58.82,59.53,58.65,59.27,3427814
2024-06-13,VNM,59.27,59.62,59.09,59.18,2807130
2024-06-14,VNM,59.27,59.53,58.56,58.56,4127632
2024-06-17,VNM,58.65,58.91,58.38,58.38,3621867
2024-06-18,VNM,58.82,58.82,58.29,58.29,2754686
